 
  
      R             Basu-cs      model-cs       delc           R          Basu-rho      model-rho      delrho   
   6.194900D-02  5.117000D+07  5.111124D+07  1.148406D-03  5.888400D-02  1.207800D+02  1.217598D+02 -8.111959D-03 
   7.494800D-02  5.116900D+07  5.112723D+07  8.163136D-04  7.722500D-02  1.053200D+02  1.060265D+02 -6.708115D-03 
   1.005200D-01  5.080300D+07  5.078893D+07  2.770050D-04  1.020800D-01  8.593700D+01  8.627741D+01 -3.961191D-03 
   1.273300D-01  4.985800D+07  4.987548D+07 -3.505797D-04  1.270600D-01  6.922600D+01  6.936656D+01 -2.030498D-03 
   1.520800D-01  4.855900D+07  4.860433D+07 -9.335236D-04  1.516200D-01  5.551000D+01  5.557899D+01 -1.242800D-03 
   1.763600D-01  4.703300D+07  4.709347D+07 -1.285795D-03  1.770900D-01  4.377200D+01  4.380067D+01 -6.549604D-04 
   2.018400D-01  4.531600D+07  4.536172D+07 -1.008901D-03  2.023300D-01  3.422100D+01  3.425183D+01 -9.008893D-04 
   2.274600D-01  4.356900D+07  4.358757D+07 -4.262565D-04  2.273000D-01  2.651400D+01  2.656871D+01 -2.063485D-03 
   2.525300D-01  4.189700D+07  4.189526D+07  4.155146D-05  2.527700D-01  2.023400D+01  2.029031D+01 -2.782859D-03 
   2.777100D-01  4.030100D+07  4.027846D+07  5.593721D-04  2.780300D-01  1.535500D+01  1.539709D+01 -2.740843D-03 
   3.032000D-01  3.879800D+07  3.875520D+07  1.103260D-03  3.033300D-01  1.157000D+01  1.160429D+01 -2.964014D-03 
   3.284700D-01  3.739500D+07  3.735244D+07  1.138078D-03  3.287900D-01  8.683800D+00  8.701685D+00 -2.059582D-03 
   3.537000D-01  3.609000D+07  3.604782D+07  1.168681D-03  3.540300D-01  6.534600D+00  6.538819D+00 -6.456555D-04 
   3.791200D-01  3.486600D+07  3.482142D+07  1.278664D-03  3.794600D-01  4.912300D+00  4.911436D+00  1.758929D-04 
   4.043900D-01  3.371000D+07  3.368043D+07  8.770780D-04  4.047400D-01  3.716000D+00  3.707388D+00  2.317640D-03 
   4.297000D-01  3.262900D+07  3.260653D+07  6.887581D-04  4.300600D-01  2.820100D+00  2.809444D+00  3.778530D-03 
   4.550400D-01  3.160400D+07  3.159235D+07  3.685657D-04  4.553500D-01  2.152100D+00  2.140497D+00  5.391426D-03 
   4.803100D-01  3.063400D+07  3.063379D+07  6.955710D-06  4.806300D-01  1.651700D+00  1.639897D+00  7.145926D-03 
   5.056600D-01  2.971200D+07  2.971682D+07 -1.621763D-04  5.059200D-01  1.273700D+00  1.263499D+00  8.008790D-03 
   5.309600D-01  2.882200D+07  2.883737D+07 -5.334164D-04  5.312100D-01  9.885000D-01  9.792418D-01  9.365888D-03 
   5.563000D-01  2.797200D+07  2.798264D+07 -3.803833D-04  5.565100D-01  7.705400D-01  7.632925D-01  9.405724D-03 
   5.816000D-01  2.713000D+07  2.714508D+07 -5.557234D-04  5.818100D-01  6.044500D-01  5.984877D-01  9.864013D-03 
   6.069300D-01  2.631100D+07  2.630906D+07  7.374990D-05  6.071100D-01  4.763400D-01  4.720221D-01  9.064688D-03 
   6.322300D-01  2.548300D+07  2.546051D+07  8.823588D-04  6.324300D-01  3.775600D-01  3.744219D-01  8.311653D-03 
   6.575400D-01  2.463700D+07  2.457907D+07  2.351321D-03  6.577200D-01  3.009500D-01  2.988650D-01  6.927975D-03 
   6.828300D-01  2.370600D+07  2.363486D+07  3.000834D-03  6.830400D-01  2.419700D-01  2.400767D-01  7.824591D-03 
   7.081100D-01  2.261400D+07  2.258238D+07  1.398082D-03  7.083800D-01  1.968500D-01  1.943849D-01  1.252254D-02 
   7.333700D-01  2.125700D+07  2.125917D+07 -1.020895D-04  7.337100D-01  1.628100D-01  1.601996D-01  1.603328D-02 
   7.586900D-01  1.988100D+07  1.988229D+07 -6.501690D-05  7.590300D-01  1.331100D-01  1.309314D-01  1.636724D-02 
   7.840400D-01  1.849500D+07  1.849397D+07  5.555586D-05  7.843500D-01  1.070300D-01  1.053056D-01  1.611099D-02 
   8.093400D-01  1.708900D+07  1.708775D+07  7.313718D-05  8.096700D-01  8.431500D-02  8.297084D-02  1.594207D-02 
   8.346400D-01  1.564900D+07  1.564694D+07  1.314848D-04  8.349900D-01  6.466700D-02  6.363037D-02  1.603027D-02 
   8.599500D-01  1.415600D+07  1.415199D+07  2.835846D-04  8.603100D-01  4.780000D-02  4.703627D-02  1.597751D-02 
   8.852700D-01  1.258200D+07  1.257600D+07  4.769352D-04  8.856400D-01  3.350700D-02  3.297708D-02  1.581511D-02 
   9.106000D-01  1.088100D+07  1.087612D+07  4.485713D-04  9.109600D-01  2.165700D-02  2.131153D-02  1.595178D-02 
   9.359000D-01  8.977100D+06  8.977391D+06 -3.243684D-05  9.362800D-01  1.215700D-02  1.195067D-02  1.697237D-02 
   9.566100D-01  7.138800D+06  7.161528D+06 -3.183688D-03  9.575400D-01  5.983500D-03  5.881127D-03  1.710929D-02
