 
  
      R             Basu-cs      model-cs       delc           R          Basu-rho      model-rho      delrho   
   6.194900D-02  5.117000D+07  5.112395D+07  8.999409D-04  5.888400D-02  1.207800D+02  1.198782D+02  7.466786D-03 
   7.494800D-02  5.116900D+07  5.112736D+07  8.137777D-04  7.722500D-02  1.053200D+02  1.047066D+02  5.824617D-03 
   1.005200D-01  5.080300D+07  5.077259D+07  5.986397D-04  1.020800D-01  8.593700D+01  8.551674D+01  4.890355D-03 
   1.273300D-01  4.985800D+07  4.985269D+07  1.065307D-04  1.270600D-01  6.922600D+01  6.896434D+01  3.779848D-03 
   1.520800D-01  4.855900D+07  4.858194D+07 -4.723260D-04  1.516200D-01  5.551000D+01  5.538986D+01  2.164381D-03 
   1.763600D-01  4.703300D+07  4.707378D+07 -8.670615D-04  1.770900D-01  4.377200D+01  4.374124D+01  7.027476D-04 
   2.018400D-01  4.531600D+07  4.534463D+07 -6.317828D-04  2.023300D-01  3.422100D+01  3.426315D+01 -1.231574D-03 
   2.274600D-01  4.356900D+07  4.357203D+07 -6.965764D-05  2.273000D-01  2.651400D+01  2.661311D+01 -3.738051D-03 
   2.525300D-01  4.189700D+07  4.188003D+07  4.051036D-04  2.527700D-01  2.023400D+01  2.034701D+01 -5.585069D-03 
   2.777100D-01  4.030100D+07  4.026268D+07  9.508201D-04  2.780300D-01  1.535500D+01  1.545450D+01 -6.480297D-03 
   3.032000D-01  3.879800D+07  3.873822D+07  1.540903D-03  3.033300D-01  1.157000D+01  1.165403D+01 -7.262520D-03 
   3.284700D-01  3.739500D+07  3.733372D+07  1.638744D-03  3.287900D-01  8.683800D+00  8.742856D+00 -6.800654D-03 
   3.537000D-01  3.609000D+07  3.602706D+07  1.744095D-03  3.540300D-01  6.534600D+00  6.571093D+00 -5.584645D-03 
   3.791200D-01  3.486600D+07  3.479872D+07  1.929585D-03  3.794600D-01  4.912300D+00  4.935863D+00 -4.796728D-03 
   4.043900D-01  3.371000D+07  3.365578D+07  1.608502D-03  4.047400D-01  3.716000D+00  3.725324D+00 -2.509162D-03 
   4.297000D-01  3.262900D+07  3.258001D+07  1.501478D-03  4.300600D-01  2.820100D+00  2.822407D+00 -8.180884D-04 
   4.550400D-01  3.160400D+07  3.156399D+07  1.265952D-03  4.553500D-01  2.152100D+00  2.149598D+00  1.162369D-03 
   4.803100D-01  3.063400D+07  3.060382D+07  9.852949D-04  4.806300D-01  1.651700D+00  1.646246D+00  3.302269D-03 
   5.056600D-01  2.971200D+07  2.968534D+07  8.974153D-04  5.059200D-01  1.273700D+00  1.267753D+00  4.669254D-03 
   5.309600D-01  2.882200D+07  2.880457D+07  6.048607D-04  5.312100D-01  9.885000D-01  9.819253D-01  6.651239D-03 
   5.563000D-01  2.797200D+07  2.794892D+07  8.251419D-04  5.565100D-01  7.705400D-01  7.649410D-01  7.266355D-03 
   5.816000D-01  2.713000D+07  2.711114D+07  6.951653D-04  5.818100D-01  6.044500D-01  5.993291D-01  8.472029D-03 
   6.069300D-01  2.631100D+07  2.627607D+07  1.327461D-03  6.071100D-01  4.763400D-01  4.723038D-01  8.473331D-03 
   6.322300D-01  2.548300D+07  2.542935D+07  2.105193D-03  6.324300D-01  3.775600D-01  3.743326D-01  8.548108D-03 
   6.575400D-01  2.463700D+07  2.455079D+07  3.499090D-03  6.577200D-01  3.009500D-01  2.985309D-01  8.038218D-03 
   6.828300D-01  2.370600D+07  2.361155D+07  3.984382D-03  6.830400D-01  2.419700D-01  2.395705D-01  9.916612D-03 
   7.081100D-01  2.261400D+07  2.256808D+07  2.030457D-03  7.083800D-01  1.968500D-01  1.937231D-01  1.588493D-02 
   7.333700D-01  2.125700D+07  2.125906D+07 -9.668220D-05  7.337100D-01  1.628100D-01  1.594338D-01  2.073690D-02 
   7.586900D-01  1.988100D+07  1.988207D+07 -5.384338D-05  7.590300D-01  1.331100D-01  1.303019D-01  2.109620D-02 
   7.840400D-01  1.849500D+07  1.849366D+07  7.268357D-05  7.843500D-01  1.070300D-01  1.047963D-01  2.086968D-02 
   8.093400D-01  1.708900D+07  1.708735D+07  9.646668D-05  8.096700D-01  8.431500D-02  8.256712D-02  2.073032D-02 
   8.346400D-01  1.564900D+07  1.564649D+07  1.605467D-04  8.349900D-01  6.466700D-02  6.331861D-02  2.085123D-02 
   8.599500D-01  1.415600D+07  1.415148D+07  3.195900D-04  8.603100D-01  4.780000D-02  4.680403D-02  2.083622D-02 
   8.852700D-01  1.258200D+07  1.257543D+07  5.221223D-04  8.856400D-01  3.350700D-02  3.281270D-02  2.072102D-02 
   9.106000D-01  1.088100D+07  1.087544D+07  5.105589D-04  9.109600D-01  2.165700D-02  2.120400D-02  2.091693D-02 
   9.359000D-01  8.977100D+06  8.976585D+06  5.738558D-05  9.362800D-01  1.215700D-02  1.188909D-02  2.203723D-02 
   9.566100D-01  7.138800D+06  7.160532D+06 -3.044251D-03  9.575400D-01  5.983500D-03  5.849741D-03  2.235470D-02
