 
  
      R             Basu-cs      model-cs       delc           R          Basu-rho      model-rho      delrho   
   6.194900D-02  5.117000D+07  5.109049D+07  1.553895D-03  5.888400D-02  1.207800D+02  1.203258D+02  3.760330D-03 
   7.494800D-02  5.116900D+07  5.109560D+07  1.434533D-03  7.722500D-02  1.053200D+02  1.050134D+02  2.911256D-03 
   1.005200D-01  5.080300D+07  5.074780D+07  1.086510D-03  1.020800D-01  8.593700D+01  8.566336D+01  3.184161D-03 
   1.273300D-01  4.985800D+07  4.983109D+07  5.396822D-04  1.270600D-01  6.922600D+01  6.901489D+01  3.049536D-03 
   1.520800D-01  4.855900D+07  4.856234D+07 -6.886512D-05  1.516200D-01  5.551000D+01  5.538561D+01  2.240821D-03 
   1.763600D-01  4.703300D+07  4.706382D+07 -6.553652D-04  1.770900D-01  4.377200D+01  4.369073D+01  1.856760D-03 
   2.018400D-01  4.531600D+07  4.535447D+07 -8.489291D-04  2.023300D-01  3.422100D+01  3.420253D+01  5.398367D-04 
   2.274600D-01  4.356900D+07  4.356346D+07  1.271326D-04  2.273000D-01  2.651400D+01  2.658026D+01 -2.499074D-03 
   2.525300D-01  4.189700D+07  4.187211D+07  5.941881D-04  2.527700D-01  2.023400D+01  2.031947D+01 -4.224089D-03 
   2.777100D-01  4.030100D+07  4.025989D+07  1.020045D-03  2.780300D-01  1.535500D+01  1.542965D+01 -4.861507D-03 
   3.032000D-01  3.879800D+07  3.873736D+07  1.562856D-03  3.033300D-01  1.157000D+01  1.163548D+01 -5.659522D-03 
   3.284700D-01  3.739500D+07  3.733536D+07  1.594979D-03  3.287900D-01  8.683800D+00  8.729368D+00 -5.247508D-03 
   3.537000D-01  3.609000D+07  3.603195D+07  1.608417D-03  3.540300D-01  6.534600D+00  6.561573D+00 -4.127713D-03 
   3.791200D-01  3.486600D+07  3.480692D+07  1.694440D-03  3.794600D-01  4.912300D+00  4.929460D+00 -3.493355D-03 
   4.043900D-01  3.371000D+07  3.366721D+07  1.269424D-03  4.047400D-01  3.716000D+00  3.721325D+00 -1.433071D-03 
   4.297000D-01  3.262900D+07  3.259473D+07  1.050426D-03  4.300600D-01  2.820100D+00  2.820170D+00 -2.467553D-05 
   4.550400D-01  3.160400D+07  3.158248D+07  6.809683D-04  4.553500D-01  2.152100D+00  2.148547D+00  1.651152D-03 
   4.803100D-01  3.063400D+07  3.062709D+07  2.256936D-04  4.806300D-01  1.651700D+00  1.645960D+00  3.475006D-03 
   5.056600D-01  2.971200D+07  2.971470D+07 -9.085390D-05  5.059200D-01  1.273700D+00  1.267934D+00  4.526587D-03 
   5.309600D-01  2.882200D+07  2.884166D+07 -6.820960D-04  5.312100D-01  9.885000D-01  9.823655D-01  6.205854D-03 
   5.563000D-01  2.797200D+07  2.799591D+07 -8.546318D-04  5.565100D-01  7.705400D-01  7.655503D-01  6.475533D-03 
   5.816000D-01  2.713000D+07  2.717070D+07 -1.500024D-03  5.818100D-01  6.044500D-01  6.000156D-01  7.336239D-03 
   6.069300D-01  2.631100D+07  2.635215D+07 -1.564135D-03  6.071100D-01  4.763400D-01  4.729909D-01  7.030969D-03 
   6.322300D-01  2.548300D+07  2.552530D+07 -1.659741D-03  6.324300D-01  3.775600D-01  3.750225D-01  6.720865D-03 
   6.575400D-01  2.463700D+07  2.465886D+07 -8.874380D-04  6.577200D-01  3.009500D-01  2.994850D-01  4.867869D-03 
   6.828300D-01  2.370600D+07  2.369723D+07  3.701206D-04  6.830400D-01  2.419700D-01  2.413315D-01  2.638870D-03 
   7.081100D-01  2.261400D+07  2.260885D+07  2.278502D-04  7.083800D-01  1.968500D-01  1.962253D-01  3.173614D-03 
   7.333700D-01  2.125700D+07  2.125705D+07 -2.130294D-06  7.337100D-01  1.628100D-01  1.621467D-01  4.074253D-03 
   7.586900D-01  1.988100D+07  1.988040D+07  3.038634D-05  7.590300D-01  1.331100D-01  1.325231D-01  4.409025D-03 
   7.840400D-01  1.849500D+07  1.849225D+07  1.488502D-04  7.843500D-01  1.070300D-01  1.065842D-01  4.164930D-03 
   8.093400D-01  1.708900D+07  1.708612D+07  1.686950D-04  8.096700D-01  8.431500D-02  8.397692D-02  4.009677D-03 
   8.346400D-01  1.564900D+07  1.564540D+07  2.302952D-04  8.349900D-01  6.466700D-02  6.439966D-02  4.134115D-03 
   8.599500D-01  1.415600D+07  1.415048D+07  3.901961D-04  8.603100D-01  4.780000D-02  4.760224D-02  4.137140D-03 
   8.852700D-01  1.258200D+07  1.257446D+07  5.993225D-04  8.856400D-01  3.350700D-02  3.337105D-02  4.057340D-03 
   9.106000D-01  1.088100D+07  1.087441D+07  6.054181D-04  9.109600D-01  2.165700D-02  2.156372D-02  4.307142D-03 
   9.359000D-01  8.977100D+06  8.975460D+06  1.826681D-04  9.362800D-01  1.215700D-02  1.208936D-02  5.563732D-03 
   9.566100D-01  7.138800D+06  7.159262D+06 -2.866309D-03  9.575400D-01  5.983500D-03  5.946895D-03  6.117721D-03
