 
  
      R             Basu-cs      model-cs       delc           R          Basu-rho      model-rho      delrho   
   6.194900D-02  5.117000D+07  5.109953D+07  1.377173D-03  5.888400D-02  1.207800D+02  1.210130D+02 -1.929372D-03 
   7.494800D-02  5.116900D+07  5.110900D+07  1.172632D-03  7.722500D-02  1.053200D+02  1.055047D+02 -1.753284D-03 
   1.005200D-01  5.080300D+07  5.076655D+07  7.174093D-04  1.020800D-01  8.593700D+01  8.595954D+01 -2.622430D-04 
   1.273300D-01  4.985800D+07  4.985078D+07  1.447545D-04  1.270600D-01  6.922600D+01  6.918606D+01  5.769208D-04 
   1.520800D-01  4.855900D+07  4.858045D+07 -4.417485D-04  1.516200D-01  5.551000D+01  5.548021D+01  5.367102D-04 
   1.763600D-01  4.703300D+07  4.708272D+07 -1.057218D-03  1.770900D-01  4.377200D+01  4.372779D+01  1.010080D-03 
   2.018400D-01  4.531600D+07  4.537086D+07 -1.210616D-03  2.023300D-01  3.422100D+01  3.420580D+01  4.440920D-04 
   2.274600D-01  4.356900D+07  4.357357D+07 -1.047935D-04  2.273000D-01  2.651400D+01  2.657891D+01 -2.448165D-03 
   2.525300D-01  4.189700D+07  4.187988D+07  4.085551D-04  2.527700D-01  2.023400D+01  2.031029D+01 -3.770347D-03 
   2.777100D-01  4.030100D+07  4.026615D+07  8.646769D-04  2.780300D-01  1.535500D+01  1.541659D+01 -4.010993D-03 
   3.032000D-01  3.879800D+07  3.874252D+07  1.429984D-03  3.033300D-01  1.157000D+01  1.162227D+01 -4.517594D-03 
   3.284700D-01  3.739500D+07  3.733961D+07  1.481179D-03  3.287900D-01  8.683800D+00  8.716661D+00 -3.784137D-03 
   3.537000D-01  3.609000D+07  3.603563D+07  1.506536D-03  3.540300D-01  6.534600D+00  6.550881D+00 -2.491527D-03 
   3.791200D-01  3.486600D+07  3.481008D+07  1.603880D-03  3.794600D-01  4.912300D+00  4.920362D+00 -1.641090D-03 
   4.043900D-01  3.371000D+07  3.366993D+07  1.188528D-03  4.047400D-01  3.716000D+00  3.713933D+00  5.561193D-04 
   4.297000D-01  3.262900D+07  3.259710D+07  9.776482D-04  4.300600D-01  2.820100D+00  2.814285D+00  2.062156D-03 
   4.550400D-01  3.160400D+07  3.158469D+07  6.110829D-04  4.553500D-01  2.152100D+00  2.143975D+00  3.775423D-03 
   4.803100D-01  3.063400D+07  3.062904D+07  1.618772D-04  4.806300D-01  1.651700D+00  1.642313D+00  5.682964D-03 
   5.056600D-01  2.971200D+07  2.971649D+07 -1.509995D-04  5.059200D-01  1.273700D+00  1.265069D+00  6.776312D-03 
   5.309600D-01  2.882200D+07  2.884326D+07 -7.376483D-04  5.312100D-01  9.885000D-01  9.801497D-01  8.447440D-03 
   5.563000D-01  2.797200D+07  2.799734D+07 -9.058060D-04  5.565100D-01  7.705400D-01  7.637712D-01  8.784487D-03 
   5.816000D-01  2.713000D+07  2.717193D+07 -1.545393D-03  5.818100D-01  6.044500D-01  5.986033D-01  9.672712D-03 
   6.069300D-01  2.631100D+07  2.635316D+07 -1.602513D-03  6.071100D-01  4.763400D-01  4.718770D-01  9.369330D-03 
   6.322300D-01  2.548300D+07  2.552603D+07 -1.688665D-03  6.324300D-01  3.775600D-01  3.741467D-01  9.040303D-03 
   6.575400D-01  2.463700D+07  2.465937D+07 -9.080793D-04  6.577200D-01  3.009500D-01  2.987928D-01  7.167967D-03 
   6.828300D-01  2.370600D+07  2.369827D+07  3.262235D-04  6.830400D-01  2.419700D-01  2.407645D-01  4.982153D-03 
   7.081100D-01  2.261400D+07  2.261019D+07  1.684240D-04  7.083800D-01  1.968500D-01  1.957552D-01  5.561492D-03 
   7.333700D-01  2.125700D+07  2.125699D+07  5.990289D-07  7.337100D-01  1.628100D-01  1.617756D-01  6.353282D-03 
   7.586900D-01  1.988100D+07  1.988028D+07  3.623964D-05  7.590300D-01  1.331100D-01  1.322185D-01  6.697127D-03 
   7.840400D-01  1.849500D+07  1.849208D+07  1.580519D-04  7.843500D-01  1.070300D-01  1.063386D-01  6.460173D-03 
   8.093400D-01  1.708900D+07  1.708590D+07  1.811543D-04  8.096700D-01  8.431500D-02  8.378226D-02  6.318402D-03 
   8.346400D-01  1.564900D+07  1.564514D+07  2.465047D-04  8.349900D-01  6.466700D-02  6.424952D-02  6.455885D-03 
   8.599500D-01  1.415600D+07  1.415018D+07  4.112669D-04  8.603100D-01  4.780000D-02  4.749069D-02  6.470940D-03 
   8.852700D-01  1.258200D+07  1.257413D+07  6.257916D-04  8.856400D-01  3.350700D-02  3.329234D-02  6.406475D-03 
   9.106000D-01  1.088100D+07  1.087402D+07  6.416206D-04  9.109600D-01  2.165700D-02  2.151215D-02  6.688213D-03 
   9.359000D-01  8.977100D+06  8.974978D+06  2.363870D-04  9.362800D-01  1.215700D-02  1.205985D-02  7.991521D-03 
   9.566100D-01  7.138800D+06  7.158666D+06 -2.782861D-03  9.575400D-01  5.983500D-03  5.931862D-03  8.630105D-03
