   R/R_sun      m/M_sun       T         Li    Be 
 9.73313e-01 9.99955e-01 1.35973e+05  0.819  1.218  
 9.73511e-01 9.99956e-01 1.34873e+05  0.819  1.218  
 9.73709e-01 9.99957e-01 1.33783e+05  0.819  1.218  
 9.73904e-01 9.99958e-01 1.32704e+05  0.819  1.218  
 9.74098e-01 9.99959e-01 1.31635e+05  0.819  1.218  
 9.74290e-01 9.99960e-01 1.30577e+05  0.819  1.218  
 9.74481e-01 9.99961e-01 1.29529e+05  0.819  1.218  
 9.74670e-01 9.99961e-01 1.28492e+05  0.819  1.218  
 9.74858e-01 9.99962e-01 1.27464e+05  0.819  1.218  
 9.75044e-01 9.99963e-01 1.26447e+05  0.819  1.218  
 9.75229e-01 9.99964e-01 1.25439e+05  0.819  1.218  
 9.75412e-01 9.99965e-01 1.24441e+05  0.819  1.218  
 9.75593e-01 9.99966e-01 1.23453e+05  0.819  1.218  
 9.75773e-01 9.99966e-01 1.22474e+05  0.819  1.218  
 9.75952e-01 9.99967e-01 1.21504e+05  0.819  1.218  
 9.76129e-01 9.99968e-01 1.20544e+05  0.819  1.218  
 9.76305e-01 9.99968e-01 1.19592e+05  0.819  1.218  
 9.76479e-01 9.99969e-01 1.18650e+05  0.819  1.218  
 9.76652e-01 9.99970e-01 1.17716e+05  0.819  1.218  
 9.76824e-01 9.99971e-01 1.16790e+05  0.819  1.218  
 9.76994e-01 9.99971e-01 1.15873e+05  0.819  1.218  
 9.77163e-01 9.99972e-01 1.14965e+05  0.819  1.218  
 9.77330e-01 9.99972e-01 1.14064e+05  0.819  1.218  
 9.77496e-01 9.99973e-01 1.13172e+05  0.819  1.218  
 9.77661e-01 9.99974e-01 1.12287e+05  0.819  1.218  
 9.77824e-01 9.99974e-01 1.11410e+05  0.819  1.218  
 9.77986e-01 9.99975e-01 1.10541e+05  0.819  1.218  
 9.78147e-01 9.99975e-01 1.09679e+05  0.819  1.218  
 9.78306e-01 9.99976e-01 1.08825e+05  0.819  1.218  
 9.78464e-01 9.99976e-01 1.07978e+05  0.819  1.218  
 9.78621e-01 9.99977e-01 1.07138e+05  0.819  1.218  
 9.78777e-01 9.99978e-01 1.06305e+05  0.819  1.218  
 9.78931e-01 9.99978e-01 1.05479e+05  0.819  1.218  
 9.79084e-01 9.99979e-01 1.04660e+05  0.819  1.218  
 9.79236e-01 9.99979e-01 1.03848e+05  0.819  1.218  
 9.79387e-01 9.99979e-01 1.03042e+05  0.819  1.218  
 9.79536e-01 9.99980e-01 1.02242e+05  0.819  1.218  
 9.79685e-01 9.99980e-01 1.01449e+05  0.819  1.218  
 9.79832e-01 9.99981e-01 1.00661e+05  0.819  1.218  
 9.79977e-01 9.99981e-01 9.98804e+04  0.819  1.218  
 9.80122e-01 9.99982e-01 9.91053e+04  0.819  1.218  
 9.80266e-01 9.99982e-01 9.83362e+04  0.819  1.218  
 9.80408e-01 9.99982e-01 9.75728e+04  0.819  1.218  
 9.80549e-01 9.99983e-01 9.68151e+04  0.819  1.218  
 9.80689e-01 9.99983e-01 9.60631e+04  0.819  1.218  
 9.80828e-01 9.99984e-01 9.53165e+04  0.819  1.218  
 9.80966e-01 9.99984e-01 9.45755e+04  0.819  1.218  
 9.81103e-01 9.99984e-01 9.38398e+04  0.819  1.218  
 9.81238e-01 9.99985e-01 9.31094e+04  0.819  1.218  
 9.81373e-01 9.99985e-01 9.23842e+04  0.819  1.218  
 9.81506e-01 9.99985e-01 9.16642e+04  0.819  1.218  
 9.81638e-01 9.99986e-01 9.09493e+04  0.819  1.218  
 9.81769e-01 9.99986e-01 9.02394e+04  0.819  1.218  
 9.81900e-01 9.99986e-01 8.95344e+04  0.819  1.218  
 9.82029e-01 9.99987e-01 8.88344e+04  0.819  1.218  
 9.82157e-01 9.99987e-01 8.81392e+04  0.819  1.218  
 9.82284e-01 9.99987e-01 8.74489e+04  0.819  1.218  
 9.82410e-01 9.99988e-01 8.67634e+04  0.819  1.218  
 9.82535e-01 9.99988e-01 8.60826e+04  0.819  1.218  
 9.82659e-01 9.99988e-01 8.54066e+04  0.819  1.218  
 9.82781e-01 9.99988e-01 8.47352e+04  0.819  1.218  
 9.82903e-01 9.99989e-01 8.40686e+04  0.819  1.218  
 9.83024e-01 9.99989e-01 8.34066e+04  0.819  1.218  
 9.83144e-01 9.99989e-01 8.27493e+04  0.819  1.218  
 9.83263e-01 9.99989e-01 8.20967e+04  0.819  1.218  
 9.83381e-01 9.99990e-01 8.14487e+04  0.819  1.218  
 9.83498e-01 9.99990e-01 8.08053e+04  0.819  1.218  
 9.83614e-01 9.99990e-01 8.01665e+04  0.819  1.218  
 9.83729e-01 9.99990e-01 7.95323e+04  0.819  1.218  
 9.83843e-01 9.99990e-01 7.89028e+04  0.819  1.218  
 9.83956e-01 9.99991e-01 7.82778e+04  0.819  1.218  
 9.84068e-01 9.99991e-01 7.76574e+04  0.819  1.218  
 9.84179e-01 9.99991e-01 7.70417e+04  0.819  1.218  
 9.84290e-01 9.99991e-01 7.64306e+04  0.819  1.218  
 9.84399e-01 9.99992e-01 7.58241e+04  0.819  1.218  
 9.84507e-01 9.99992e-01 7.52223e+04  0.819  1.218  
 9.84615e-01 9.99992e-01 7.46251e+04  0.819  1.218  
 9.84722e-01 9.99992e-01 7.40327e+04  0.819  1.218  
 9.84827e-01 9.99992e-01 7.34449e+04  0.819  1.218  
 9.84932e-01 9.99992e-01 7.28618e+04  0.819  1.218  
 9.85036e-01 9.99993e-01 7.22835e+04  0.819  1.218  
 9.85139e-01 9.99993e-01 7.17099e+04  0.819  1.218  
 9.85241e-01 9.99993e-01 7.11411e+04  0.819  1.218  
 9.85343e-01 9.99993e-01 7.05770e+04  0.819  1.218  
 9.85443e-01 9.99993e-01 7.00177e+04  0.819  1.218  
 9.85543e-01 9.99993e-01 6.94632e+04  0.819  1.218  
 9.85642e-01 9.99994e-01 6.89135e+04  0.819  1.218  
 9.85740e-01 9.99994e-01 6.83686e+04  0.819  1.218  
 9.85837e-01 9.99994e-01 6.78285e+04  0.819  1.218  
 9.85934e-01 9.99994e-01 6.72933e+04  0.819  1.218  
 9.86029e-01 9.99994e-01 6.67628e+04  0.819  1.218  
 9.86124e-01 9.99994e-01 6.62372e+04  0.819  1.218  
 9.86218e-01 9.99994e-01 6.57165e+04  0.819  1.218  
 9.86311e-01 9.99994e-01 6.52006e+04  0.819  1.218  
 9.86404e-01 9.99995e-01 6.46896e+04  0.819  1.218  
 9.86495e-01 9.99995e-01 6.41834e+04  0.819  1.218  
 9.86586e-01 9.99995e-01 6.36820e+04  0.819  1.218  
 9.86676e-01 9.99995e-01 6.31856e+04  0.819  1.218  
 9.86765e-01 9.99995e-01 6.26939e+04  0.819  1.218  
 9.86854e-01 9.99995e-01 6.22071e+04  0.819  1.218  
 9.86942e-01 9.99995e-01 6.17252e+04  0.819  1.218  
 9.87029e-01 9.99995e-01 6.12481e+04  0.819  1.218  
 9.87116e-01 9.99996e-01 6.07758e+04  0.819  1.218  
 9.87201e-01 9.99996e-01 6.03083e+04  0.819  1.218  
 9.87286e-01 9.99996e-01 5.98456e+04  0.819  1.218  
 9.87371e-01 9.99996e-01 5.93876e+04  0.819  1.218  
 9.87454e-01 9.99996e-01 5.89344e+04  0.819  1.218  
 9.87537e-01 9.99996e-01 5.84860e+04  0.819  1.218  
 9.87619e-01 9.99996e-01 5.80423e+04  0.819  1.218  
 9.87701e-01 9.99996e-01 5.76033e+04  0.819  1.218  
 9.87781e-01 9.99996e-01 5.71690e+04  0.819  1.218  
 9.87862e-01 9.99996e-01 5.67393e+04  0.819  1.218  
 9.87941e-01 9.99996e-01 5.63143e+04  0.819  1.218  
 9.88020e-01 9.99997e-01 5.58939e+04  0.819  1.218  
 9.88098e-01 9.99997e-01 5.54782e+04  0.819  1.218  
 9.88176e-01 9.99997e-01 5.50669e+04  0.819  1.218  
 9.88253e-01 9.99997e-01 5.46603e+04  0.819  1.218  
 9.88329e-01 9.99997e-01 5.42581e+04  0.819  1.218  
 9.88405e-01 9.99997e-01 5.38604e+04  0.819  1.218  
 9.88480e-01 9.99997e-01 5.34672e+04  0.819  1.218  
 9.88555e-01 9.99997e-01 5.30784e+04  0.819  1.218  
 9.88629e-01 9.99997e-01 5.26939e+04  0.819  1.218  
 9.88702e-01 9.99997e-01 5.23138e+04  0.819  1.218  
 9.88775e-01 9.99997e-01 5.19380e+04  0.819  1.218  
 9.88847e-01 9.99997e-01 5.15664e+04  0.819  1.218  
 9.88918e-01 9.99997e-01 5.11991e+04  0.819  1.218  
 9.88989e-01 9.99997e-01 5.08360e+04  0.819  1.218  
 9.89060e-01 9.99997e-01 5.04770e+04  0.819  1.218  
 9.89130e-01 9.99998e-01 5.01221e+04  0.819  1.218  
 9.89199e-01 9.99998e-01 4.97713e+04  0.819  1.218  
 9.89268e-01 9.99998e-01 4.94246e+04  0.819  1.218  
 9.89336e-01 9.99998e-01 4.90818e+04  0.819  1.218  
 9.89404e-01 9.99998e-01 4.87430e+04  0.819  1.218  
 9.89471e-01 9.99998e-01 4.84081e+04  0.819  1.218  
 9.89538e-01 9.99998e-01 4.80771e+04  0.819  1.218  
 9.89604e-01 9.99998e-01 4.77499e+04  0.819  1.218  
 9.89669e-01 9.99998e-01 4.74265e+04  0.819  1.218  
 9.89735e-01 9.99998e-01 4.71069e+04  0.819  1.218  
 9.89799e-01 9.99998e-01 4.67909e+04  0.819  1.218  
 9.89864e-01 9.99998e-01 4.64785e+04  0.819  1.218  
 9.89927e-01 9.99998e-01 4.61698e+04  0.819  1.218  
 9.89990e-01 9.99998e-01 4.58646e+04  0.819  1.218  
 9.90053e-01 9.99998e-01 4.55628e+04  0.819  1.218  
 9.90115e-01 9.99998e-01 4.52646e+04  0.819  1.218  
 9.90177e-01 9.99998e-01 4.49697e+04  0.819  1.218  
 9.90239e-01 9.99998e-01 4.46782e+04  0.819  1.218  
 9.90299e-01 9.99998e-01 4.43900e+04  0.819  1.218  
 9.90360e-01 9.99998e-01 4.41051e+04  0.819  1.218  
 9.90420e-01 9.99998e-01 4.38234e+04  0.819  1.218  
 9.90479e-01 9.99998e-01 4.35449e+04  0.819  1.218  
 9.90538e-01 9.99998e-01 4.32695e+04  0.819  1.218  
 9.90597e-01 9.99999e-01 4.29972e+04  0.819  1.218  
 9.90655e-01 9.99999e-01 4.27280e+04  0.819  1.218  
 9.90713e-01 9.99999e-01 4.24618e+04  0.819  1.218  
 9.90771e-01 9.99999e-01 4.21985e+04  0.819  1.218  
 9.90828e-01 9.99999e-01 4.19382e+04  0.819  1.218  
 9.90884e-01 9.99999e-01 4.16807e+04  0.819  1.218  
 9.90940e-01 9.99999e-01 4.14260e+04  0.819  1.218  
 9.90996e-01 9.99999e-01 4.11741e+04  0.819  1.218  
 9.91051e-01 9.99999e-01 4.09250e+04  0.819  1.218  
 9.91107e-01 9.99999e-01 4.06785e+04  0.819  1.218  
 9.91161e-01 9.99999e-01 4.04346e+04  0.819  1.218  
 9.91215e-01 9.99999e-01 4.01933e+04  0.819  1.218  
 9.91269e-01 9.99999e-01 3.99546e+04  0.819  1.218  
 9.91323e-01 9.99999e-01 3.97184e+04  0.819  1.218  
 9.91376e-01 9.99999e-01 3.94847e+04  0.819  1.218  
 9.91429e-01 9.99999e-01 3.92535e+04  0.819  1.218  
 9.91481e-01 9.99999e-01 3.90246e+04  0.819  1.218  
 9.91533e-01 9.99999e-01 3.87981e+04  0.819  1.218  
 9.91585e-01 9.99999e-01 3.85740e+04  0.819  1.218  
 9.91636e-01 9.99999e-01 3.83522e+04  0.819  1.218  
 9.91687e-01 9.99999e-01 3.81326e+04  0.819  1.218  
 9.91738e-01 9.99999e-01 3.79152e+04  0.819  1.218  
 9.91788e-01 9.99999e-01 3.77000e+04  0.819  1.218  
 9.91838e-01 9.99999e-01 3.74870e+04  0.819  1.218  
 9.91887e-01 9.99999e-01 3.72761e+04  0.819  1.218  
 9.91937e-01 9.99999e-01 3.70673e+04  0.819  1.218  
 9.91985e-01 9.99999e-01 3.68605e+04  0.819  1.218  
 9.92034e-01 9.99999e-01 3.66557e+04  0.819  1.218  
 9.92082e-01 9.99999e-01 3.64529e+04  0.819  1.218  
 9.92130e-01 9.99999e-01 3.62521e+04  0.819  1.218  
 9.92178e-01 9.99999e-01 3.60532e+04  0.819  1.218  
 9.92225e-01 9.99999e-01 3.58562e+04  0.819  1.218  
 9.92273e-01 9.99999e-01 3.56610e+04  0.819  1.218  
 9.92319e-01 9.99999e-01 3.54677e+04  0.819  1.218  
 9.92366e-01 9.99999e-01 3.52763e+04  0.819  1.218  
 9.92412e-01 9.99999e-01 3.50866e+04  0.819  1.218  
 9.92457e-01 9.99999e-01 3.48987e+04  0.819  1.218  
 9.92503e-01 9.99999e-01 3.47125e+04  0.819  1.218  
 9.92548e-01 9.99999e-01 3.45281e+04  0.819  1.218  
 9.92593e-01 9.99999e-01 3.43454e+04  0.819  1.218  
 9.92638e-01 9.99999e-01 3.41643e+04  0.819  1.218  
 9.92682e-01 9.99999e-01 3.39849e+04  0.819  1.218  
 9.92726e-01 9.99999e-01 3.38071e+04  0.819  1.218  
 9.92770e-01 9.99999e-01 3.36309e+04  0.819  1.218  
 9.92814e-01 9.99999e-01 3.34563e+04  0.819  1.218  
 9.92857e-01 9.99999e-01 3.32832e+04  0.819  1.218  
 9.92900e-01 9.99999e-01 3.31117e+04  0.819  1.218  
 9.92985e-01 1.00000e+00 3.27733e+04  0.819  1.218  
 9.93069e-01 1.00000e+00 3.24408e+04  0.819  1.218  
 9.93152e-01 1.00000e+00 3.21142e+04  0.819  1.218  
 9.93234e-01 1.00000e+00 3.17933e+04  0.819  1.218  
 9.93315e-01 1.00000e+00 3.14779e+04  0.819  1.218  
 9.93395e-01 1.00000e+00 3.11680e+04  0.819  1.218  
 9.93474e-01 1.00000e+00 3.08634e+04  0.819  1.218  
 9.93552e-01 1.00000e+00 3.05640e+04  0.819  1.218  
 9.93630e-01 1.00000e+00 3.02697e+04  0.819  1.218  
 9.93706e-01 1.00000e+00 2.99804e+04  0.819  1.218  
 9.93781e-01 1.00000e+00 2.96959e+04  0.819  1.218  
 9.93856e-01 1.00000e+00 2.94163e+04  0.819  1.218  
 9.93929e-01 1.00000e+00 2.91414e+04  0.819  1.218  
 9.94002e-01 1.00000e+00 2.88712e+04  0.819  1.218  
 9.94074e-01 1.00000e+00 2.86054e+04  0.819  1.218  
 9.94180e-01 1.00000e+00 2.82151e+04  0.819  1.218  
 9.94285e-01 1.00000e+00 2.78345e+04  0.819  1.218  
 9.94387e-01 1.00000e+00 2.74633e+04  0.819  1.218  
 9.94488e-01 1.00000e+00 2.71013e+04  0.819  1.218  
 9.94587e-01 1.00000e+00 2.67482e+04  0.819  1.218  
 9.94685e-01 1.00000e+00 2.64036e+04  0.819  1.218  
 9.94813e-01 1.00000e+00 2.59572e+04  0.819  1.218  
 9.94937e-01 1.00000e+00 2.55249e+04  0.819  1.218  
 9.95060e-01 1.00000e+00 2.51062e+04  0.819  1.218  
 9.95209e-01 1.00000e+00 2.46010e+04  0.819  1.218  
 9.95354e-01 1.00000e+00 2.41151e+04  0.819  1.218  
 9.95523e-01 1.00000e+00 2.35558e+04  0.819  1.218  
 9.95714e-01 1.00000e+00 2.29340e+04  0.819  1.218  
 9.95924e-01 1.00000e+00 2.22607e+04  0.819  1.218  
 9.96151e-01 1.00000e+00 2.15466e+04  0.819  1.218  
 9.96438e-01 1.00000e+00 2.06590e+04  0.819  1.218  
 9.96795e-01 1.00000e+00 1.95751e+04  0.819  1.218  
 9.97337e-01 1.00000e+00 1.79600e+04  0.819  1.218  
 9.97530e-01 1.00000e+00 1.73968e+04  0.819  1.218  
