   R/R_sun      m/M_sun       T         Li    Be 
 8.91278e-02 5.69236e-02 1.34930e+07 -11 -44.050  
 9.03850e-02 5.89700e-02 1.34449e+07 -11 -44.051  
 9.16403e-02 6.10493e-02 1.33968e+07 -11 -44.051  
 9.28943e-02 6.31623e-02 1.33485e+07 -11 -44.052  
 9.41480e-02 6.53102e-02 1.33001e+07 -11 -44.052  
 9.54020e-02 6.74939e-02 1.32515e+07 -11 -44.051  
 9.66571e-02 6.97145e-02 1.32028e+07 -11 -43.674  
 9.79141e-02 7.19731e-02 1.31539e+07 -11 -41.537  
 9.91737e-02 7.42710e-02 1.31048e+07 -11 -39.236  
 1.00436e-01 7.66094e-02 1.30554e+07 -11 -37.098  
 1.01704e-01 7.89897e-02 1.30058e+07 -11 -35.213  
 1.02975e-01 8.14133e-02 1.29559e+07 -11 -33.484  
 1.04252e-01 8.38817e-02 1.29057e+07 -11 -31.890  
 1.05536e-01 8.63965e-02 1.28553e+07 -11 -30.410  
 1.06826e-01 8.89593e-02 1.28044e+07 -11 -28.997  
 1.08125e-01 9.15721e-02 1.27532e+07 -11 -27.643  
 1.09432e-01 9.42365e-02 1.27017e+07 -11 -26.296  
 1.10748e-01 9.69548e-02 1.26497e+07 -11 -25.092  
 1.12075e-01 9.97290e-02 1.25973e+07 -11 -24.039  
 1.13413e-01 1.02561e-01 1.25444e+07 -11 -23.039  
 1.14764e-01 1.05454e-01 1.24911e+07 -11 -22.103  
 1.16127e-01 1.08410e-01 1.24372e+07 -11 -21.121  
 1.17504e-01 1.11433e-01 1.23828e+07 -11 -20.189  
 1.18897e-01 1.14524e-01 1.23277e+07 -11 -19.381  
 1.20306e-01 1.17687e-01 1.22721e+07 -11 -18.617  
 1.21733e-01 1.20926e-01 1.22158e+07 -11 -17.967  
 1.23179e-01 1.24245e-01 1.21588e+07 -11 -17.440  
 1.24644e-01 1.27646e-01 1.21010e+07 -11 -16.961  
 1.26132e-01 1.31135e-01 1.20425e+07 -11 -16.523  
 1.27642e-01 1.34717e-01 1.19832e+07 -11 -16.133  
 1.29178e-01 1.38395e-01 1.19229e+07 -11 -15.787  
 1.30740e-01 1.42177e-01 1.18617e+07 -11 -15.479  
 1.32330e-01 1.46066e-01 1.17995e+07 -11 -15.214  
 1.33952e-01 1.50071e-01 1.17363e+07 -11 -14.996  
 1.35606e-01 1.54199e-01 1.16719e+07 -11 -14.828  
 1.37295e-01 1.58456e-01 1.16063e+07 -11 -14.701  
 1.39023e-01 1.62851e-01 1.15394e+07 -11 -14.603  
 1.40792e-01 1.67393e-01 1.14712e+07 -11 -14.529  
 1.42604e-01 1.72093e-01 1.14014e+07 -11 -14.481  
 1.44465e-01 1.76962e-01 1.13301e+07 -11 -14.450  
 1.46377e-01 1.82011e-01 1.12571e+07 -11 -14.418  
 1.48345e-01 1.87257e-01 1.11822e+07 -11 -14.369  
 1.50369e-01 1.92696e-01 1.11056e+07 -11 -14.256  
 1.52379e-01 1.98148e-01 1.10298e+07 -11 -14.040  
 1.54378e-01 2.03612e-01 1.09548e+07 -11 -13.804  
 1.56365e-01 2.09085e-01 1.08807e+07 -11 -13.617  
 1.58341e-01 2.14566e-01 1.08073e+07 -11 -13.481  
 1.60305e-01 2.20053e-01 1.07348e+07 -11 -13.385  
 1.62259e-01 2.25546e-01 1.06630e+07 -11 -13.334  
 1.64203e-01 2.31042e-01 1.05920e+07 -11 -13.312  
 1.66136e-01 2.36540e-01 1.05218e+07 -11 -13.299  
 1.68060e-01 2.42039e-01 1.04523e+07 -11 -13.285  
 1.69973e-01 2.47538e-01 1.03836e+07 -11 -13.260  
 1.71878e-01 2.53035e-01 1.03157e+07 -11 -13.202  
 1.73773e-01 2.58529e-01 1.02485e+07 -11 -13.092  
 1.75659e-01 2.64019e-01 1.01820e+07 -11 -12.978  
 1.77537e-01 2.69504e-01 1.01162e+07 -11 -12.791  
 1.79406e-01 2.74982e-01 1.00512e+07 -11 -12.746  
 1.81268e-01 2.80454e-01 9.98686e+06 -11 -12.748  
 1.83121e-01 2.85916e-01 9.92322e+06 -11 -12.771  
 1.84966e-01 2.91369e-01 9.86027e+06 -11 -12.856  
 1.86804e-01 2.96812e-01 9.79799e+06 -11 -13.057  
 1.88634e-01 3.02244e-01 9.73638e+06 -11 -13.405  
 1.90457e-01 3.07664e-01 9.67544e+06 -11 -13.603  
 1.92273e-01 3.13070e-01 9.61514e+06 -11 -13.567  
 1.94082e-01 3.18463e-01 9.55549e+06 -11 -13.282  
 1.95884e-01 3.23840e-01 9.49647e+06 -11 -12.957  
 1.97680e-01 3.29203e-01 9.43808e+06 -11 -12.835  
 1.99469e-01 3.34549e-01 9.38031e+06 -11 -12.830  
 2.01253e-01 3.39879e-01 9.32315e+06 -11 -12.851  
 2.03030e-01 3.45191e-01 9.26658e+06 -11 -12.933  
 2.04801e-01 3.50485e-01 9.21061e+06 -11 -13.105  
 2.06567e-01 3.55760e-01 9.15523e+06 -11 -13.398  
 2.08327e-01 3.61015e-01 9.10042e+06 -11 -13.953  
 2.10082e-01 3.66250e-01 9.04617e+06 -11 -14.703  
 2.11831e-01 3.71465e-01 8.99249e+06 -11 -15.526  
 2.13575e-01 3.76659e-01 8.93936e+06 -11 -16.417  
 2.15314e-01 3.81832e-01 8.88677e+06 -11 -17.429  
 2.17048e-01 3.86982e-01 8.83472e+06 -11 -18.173  
 2.18778e-01 3.92109e-01 8.78320e+06 -11 -18.089  
 2.20503e-01 3.97214e-01 8.73219e+06 -11 -17.469  
 2.22223e-01 4.02295e-01 8.68170e+06 -11 -16.685  
 2.23939e-01 4.07352e-01 8.63172e+06 -11 -15.967  
 2.25651e-01 4.12386e-01 8.58223e+06 -11 -15.336  
 2.27358e-01 4.17394e-01 8.53324e+06 -11 -14.792  
 2.29062e-01 4.22378e-01 8.48472e+06 -11 -14.404  
 2.30762e-01 4.27336e-01 8.43668e+06 -11 -14.182  
 2.32458e-01 4.32269e-01 8.38911e+06 -11 -14.076  
 2.34150e-01 4.37176e-01 8.34201e+06 -11 -14.074  
 2.35839e-01 4.42057e-01 8.29535e+06 -11 -14.104  
 2.37524e-01 4.46911e-01 8.24915e+06 -11 -14.185  
 2.39206e-01 4.51739e-01 8.20338e+06 -11 -14.288  
 2.40885e-01 4.56540e-01 8.15805e+06 -11 -14.365  
 2.42560e-01 4.61314e-01 8.11315e+06 -11 -14.364  
 2.44233e-01 4.66060e-01 8.06867e+06 -11 -14.319  
 2.45902e-01 4.70779e-01 8.02460e+06 -11 -14.186  
 2.47569e-01 4.75471e-01 7.98095e+06 -11 -13.961  
 2.49233e-01 4.80134e-01 7.93769e+06 -11 -13.693  
 2.50895e-01 4.84770e-01 7.89483e+06 -11 -13.443  
 2.52553e-01 4.89377e-01 7.85236e+06 -11 -13.247  
 2.54210e-01 4.93956e-01 7.81027e+06 -11 -13.106  
 2.55864e-01 4.98507e-01 7.76855e+06 -11 -13.013  
 2.57515e-01 5.03029e-01 7.72721e+06 -11 -12.993  
 2.59165e-01 5.07522e-01 7.68623e+06 -11 -13.009  
 2.60812e-01 5.11987e-01 7.64562e+06 -11 -13.056  
 2.62457e-01 5.16423e-01 7.60535e+06 -11 -13.094  
 2.64101e-01 5.20830e-01 7.56544e+06 -11 -13.098  
 2.65742e-01 5.25208e-01 7.52587e+06 -11 -13.082  
 2.67381e-01 5.29557e-01 7.48664e+06 -11 -13.030  
 2.69019e-01 5.33877e-01 7.44774e+06 -11 -12.967  
 2.70656e-01 5.38168e-01 7.40917e+06 -11 -12.922  
 2.72290e-01 5.42430e-01 7.37093e+06 -11 -12.909  
 2.73923e-01 5.46663e-01 7.33300e+06 -11 -12.914  
 2.75555e-01 5.50867e-01 7.29540e+06 -11 -12.933  
 2.77185e-01 5.55042e-01 7.25810e+06 -11 -12.954  
 2.78815e-01 5.59187e-01 7.22111e+06 -11 -12.966  
 2.80442e-01 5.63304e-01 7.18443e+06 -11 -12.965  
 2.82069e-01 5.67391e-01 7.14804e+06 -11 -12.958  
 2.83695e-01 5.71449e-01 7.11195e+06 -11 -12.944  
