    radius           X             Y            Z            omegaE-6       p           T          rho 
  9.923912e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  6.071671e+08  3.497045e+04  1.571584e-04 
  9.924370e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.933463e+08  3.478364e+04  1.545952e-04 
  9.924825e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.798401e+08  3.459856e+04  1.520706e-04 
  9.925277e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.666413e+08  3.441518e+04  1.495839e-04 
  9.925726e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.537429e+08  3.423349e+04  1.471347e-04 
  9.926173e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.411381e+08  3.405346e+04  1.447224e-04 
  9.926616e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.288203e+08  3.387506e+04  1.423466e-04 
  9.927057e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.167828e+08  3.369828e+04  1.400066e-04 
  9.927494e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.050194e+08  3.352310e+04  1.377016e-04 
  9.927929e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.935237e+08  3.334948e+04  1.354309e-04 
  9.928362e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.822897e+08  3.317742e+04  1.331942e-04 
  9.928791e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.713114e+08  3.300688e+04  1.309924e-04 
  9.929218e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.605835e+08  3.283786e+04  1.288261e-04 
  9.930064e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.398539e+08  3.250432e+04  1.245968e-04 
  9.930899e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.200571e+08  3.217664e+04  1.205004e-04 
  9.931724e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.011514e+08  3.185471e+04  1.165311e-04 
  9.932539e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.830965e+08  3.153837e+04  1.126850e-04 
  9.933344e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.658543e+08  3.122751e+04  1.089581e-04 
  9.934139e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.493880e+08  3.092202e+04  1.053457e-04 
  9.934925e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.336629e+08  3.062177e+04  1.018436e-04 
  9.935701e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.186456e+08  3.032662e+04  9.844966e-05 
  9.936468e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.043041e+08  3.003649e+04  9.516754e-05 
  9.937226e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.906081e+08  2.975128e+04  9.199278e-05 
  9.937975e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.775285e+08  2.947090e+04  8.891946e-05 
  9.938714e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.650376e+08  2.919527e+04  8.594317e-05 
  9.939446e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.531088e+08  2.892427e+04  8.306009e-05 
  9.940168e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.417170e+08  2.865783e+04  8.026682e-05 
  9.940883e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.308381e+08  2.839584e+04  7.755959e-05 
  9.941939e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.154306e+08  2.801104e+04  7.365389e-05 
  9.942977e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.010514e+08  2.763578e+04  6.993852e-05 
  9.943997e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.876320e+08  2.726980e+04  6.640492e-05 
  9.945001e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.751083e+08  2.691283e+04  6.304088e-05 
  9.945987e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.634204e+08  2.656461e+04  5.983570e-05 
  9.946958e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.525128e+08  2.622481e+04  5.678086e-05 
  9.948227e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.390932e+08  2.578442e+04  5.293853e-05 
  9.949469e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.268544e+08  2.535797e+04  4.935120e-05 
  9.950684e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.156925e+08  2.494485e+04  4.599452e-05 
  9.952167e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.031109e+08  2.444633e+04  4.209733e-05 
  9.953612e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  9.189745e+07  2.396656e+04  3.851891e-05 
  9.955296e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  8.003904e+07  2.341427e+04  3.461243e-05 
  9.957197e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  6.812411e+07  2.280003e+04  3.052644e-05 
  9.959289e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  5.666298e+07  2.213460e+04  2.643064e-05 
  9.961546e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  4.605738e+07  2.142851e+04  2.245020e-05 
  9.964402e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  3.493851e+07  2.055019e+04  1.803811e-05 
  9.967960e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  2.417650e+07  1.947726e+04  1.344522e-05 
  9.973359e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.298117e+07  1.787543e+04  8.145501e-06 
  9.975122e-01  7.350591e-01  2.484304e-01  1.648000e-02  2.858286e+00  1.044993e+07  1.736322e+04  6.834081e-06 
