
 0.0000001  0.00098 0.0000009 1.5513e+07 1.5199e+02 2.3526e+17 5.07739e+07 1.22007e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00098 0.0000009 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22007e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00099 0.0000009 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22007e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00099 0.0000009 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22007e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00100 0.0000009 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00100 0.0000009 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00101 0.0000009 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00101 0.0000010 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00102 0.0000010 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00102 0.0000010 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00103 0.0000010 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00103 0.0000010 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00104 0.0000010 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00104 0.0000011 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00105 0.0000011 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00105 0.0000011 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00106 0.0000011 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00106 0.0000011 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00107 0.0000011 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00108 0.0000012 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00108 0.0000012 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00109 0.0000012 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00109 0.0000012 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00110 0.0000012 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00110 0.0000013 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35892  0.00000  0.01640  0.00e+00 
 0.0000001  0.00111 0.0000013 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35893  0.00000  0.01640  0.00e+00 
 0.0000001  0.00111 0.0000013 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35893  0.00000  0.01640  0.00e+00 
 0.0000002  0.00112 0.0000013 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35893  0.00000  0.01640  0.00e+00 
 0.0000002  0.00113 0.0000013 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22008e+00  0.35893  0.00000  0.01640  0.00e+00 
 0.0000002  0.00113 0.0000014 1.5513e+07 1.5198e+02 2.3526e+17 5.07739e+07 1.22009e+00  0.35893  0.00000  0.01640  0.00e+00 
